Online boarding,Delay Ratio,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,satisfaction
4,0.05714285714285714,3,1,0,3,139.0,3,3,3,4,3,0
4,0.002826455624646693,2,0,0,4,1768.0,4,4,4,3,2,1
4,0.0,3,0,0,4,2860.0,4,4,3,4,5,1
4,0.0,3,1,1,4,347.0,4,3,4,3,3,0
5,0.037037037037037035,5,2,0,5,944.0,3,5,2,5,1,1
2,0.02720940356987375,2,1,1,2,2296.0,2,1,1,2,2,0
4,0.0,2,0,0,2,2483.0,3,2,2,2,2,0
3,0.0,3,1,0,3,528.0,3,2,3,3,3,0
3,0.017045454545454544,1,0,0,1,175.0,4,1,1,1,2,0
4,0.005047318611987382,2,0,0,4,1584.0,4,4,4,4,2,1
5,0.0,1,0,0,4,3726.5,4,4,4,3,2,1
4,0.07662835249042145,4,1,0,4,782.0,4,4,4,2,1,1
5,0.0,3,0,0,5,693.0,5,4,1,5,3,1
3,0.036596523330283626,3,1,1,2,1092.0,4,3,2,4,3,0
5,0.0033016921172100704,5,0,0,2,2422.0,5,2,2,5,5,1
2,0.0,2,1,1,4,200.0,4,4,4,4,2,0
1,0.07155635062611806,1,1,0,1,558.0,1,3,3,1,1,0
2,0.0,2,1,1,3,1205.0,3,5,2,3,2,0
3,0.0,4,0,0,4,3428.0,3,4,4,3,2,0
5,0.04051172707889126,5,0,0,4,937.0,5,4,4,5,5,1
4,0.0,3,0,0,5,1516.0,5,5,5,3,3,1
3,0.026923076923076925,3,1,1,4,259.0,4,3,3,4,3,0
4,0.0,5,0,0,5,227.0,1,5,5,2,5,1
3,0.08275862068965517,3,1,0,1,289.0,1,4,2,1,3,0
4,0.0,5,0,0,4,1576.0,4,5,4,4,5,1
4,0.01676727028839705,5,0,0,4,3726.5,5,4,4,5,5,1
2,0.0,2,1,1,4,3726.5,2,5,5,2,2,0
4,0.23383084577114427,3,1,1,2,200.0,1,3,2,2,3,0
4,0.00034722222222222224,3,0,0,5,2879.0,4,5,5,5,3,1
4,0.00749063670411985,4,1,0,4,533.0,4,3,5,4,5,1
4,0.0,3,1,1,4,328.0,4,5,4,3,5,0
4,0.03494176372712146,4,0,0,1,600.0,1,5,5,1,4,1
5,0.058333333333333334,3,1,1,2,239.0,5,0,2,4,0,0
4,0.005224085784987627,2,0,0,5,3636.0,5,5,5,5,2,1
4,0.0,1,0,0,4,1504.0,5,4,4,3,2,1
3,0.0,3,0,0,3,1606.0,4,3,3,2,1,0
5,0.0,2,0,0,5,1145.0,4,5,5,5,2,1
4,0.3669724770642202,5,0,0,4,108.0,5,4,4,5,5,1
3,0.003789929615592853,3,0,0,3,3693.0,3,2,1,3,3,0
4,0.061488673139158574,2,0,0,4,308.0,4,2,1,4,2,1
3,0.016869728209934397,4,1,0,4,1066.0,4,4,3,4,3,1
4,0.0,4,1,1,2,411.0,2,5,3,2,4,0
4,0.016,3,0,0,5,2249.0,4,5,5,3,5,1
5,0.02878211227402474,4,0,0,4,2101.0,5,4,4,5,4,1
5,0.0,4,0,0,4,290.0,4,4,4,4,4,1
2,0.04881656804733728,2,2,0,2,675.0,2,3,4,2,2,0
2,0.06582278481012659,2,1,0,1,789.0,1,4,2,1,2,0
3,0.01707317073170732,3,1,1,3,409.0,3,4,3,3,3,0
4,0.2717391304347826,4,1,1,1,229.0,1,3,5,1,4,0
2,0.0042643923240938165,2,1,1,4,468.0,4,2,1,4,2,0
2,0.0,2,1,0,2,271.0,2,1,3,2,4,0
1,0.031322505800464036,2,1,0,4,861.0,4,3,4,4,1,0
5,0.0,4,0,0,5,746.0,5,5,5,3,4,1
4,0.0,4,1,0,4,353.0,4,1,2,4,3,1
5,0.0,2,0,0,5,3644.0,5,5,5,5,2,1
5,0.0,5,0,0,4,587.0,5,4,4,1,5,1
3,0.02422145328719723,4,1,0,4,288.0,4,4,4,3,5,1
2,0.0,2,1,1,4,934.0,4,5,4,4,2,0
3,0.0,3,2,1,4,302.0,5,3,3,4,3,0
4,0.0064,3,0,1,4,1874.0,4,1,3,4,4,0
1,0.035869565217391305,1,1,1,2,919.0,2,4,4,2,1,0
5,0.0,3,0,1,4,280.0,4,3,4,5,3,0
4,0.0,4,1,0,5,181.0,5,5,3,5,5,1
1,0.0,5,1,0,5,1081.0,4,5,5,2,4,1
4,0.09384384384384384,3,2,0,3,665.0,4,3,3,1,4,0
1,0.0,1,1,0,1,369.0,1,2,3,1,1,0
4,0.0,3,2,1,3,1797.0,5,3,3,3,3,0
4,0.1,2,1,1,2,624.0,4,2,2,2,2,0
4,0.0,3,0,0,3,1747.0,4,2,3,4,3,1
1,0.11343012704174228,1,1,0,1,550.0,1,5,3,1,1,0
4,0.042286609240407204,2,1,1,3,1276.0,4,2,3,4,2,0
5,0.13,5,1,0,5,199.0,5,3,3,5,5,1
3,0.11081560283687943,3,1,0,5,563.0,3,1,1,5,3,0
4,0.0,5,0,0,4,295.0,4,4,4,3,5,1
2,0.0,2,1,0,3,1018.0,3,3,1,3,2,0
0,0.02378255945639864,0,1,1,5,882.0,5,3,1,5,0,1
3,0.09259259259259259,3,2,0,3,674.0,2,5,1,3,3,0
4,0.1760797342192691,2,1,1,2,300.0,4,2,2,5,2,0
3,0.05897703549060543,3,0,0,3,957.0,3,3,2,3,4,0
5,0.0,5,2,1,1,262.0,5,5,4,1,5,1
4,0.007342143906020558,5,0,0,4,680.0,4,3,5,4,5,1
5,0.014218009478672985,1,0,1,4,632.0,4,1,4,4,1,0
5,0.0,3,0,0,5,3314.0,4,5,5,4,3,1
4,0.012445341405987218,2,0,0,4,2972.0,3,4,4,3,5,0
0,0.13498920086393087,0,1,0,4,462.0,4,1,1,4,0,1
4,0.0,4,2,0,4,209.0,3,4,4,4,4,1
5,0.009507829977628635,1,0,0,4,3575.0,5,4,4,3,5,1
5,0.009708737864077669,0,0,0,5,308.0,1,4,1,5,0,1
5,0.0,3,0,0,4,3726.5,5,4,4,4,3,1
4,0.0,4,1,1,5,1660.0,5,1,2,5,4,1
4,0.0,3,2,0,3,246.0,3,4,1,3,5,1
4,0.0,4,1,1,2,628.0,2,5,3,2,4,0
5,0.0,1,0,0,4,3689.0,5,4,4,3,1,1
4,0.0,4,1,0,2,500.0,2,4,5,2,4,0
4,0.02201524132091448,4,0,0,3,1180.0,4,3,3,5,4,1
0,0.007677543186180422,0,2,1,2,1562.0,2,4,1,2,0,1
2,0.08756567425569177,2,2,0,2,570.0,3,1,1,2,4,0
3,0.06157635467980296,3,1,0,3,1014.0,3,1,4,3,3,0
5,0.0,2,0,0,5,1709.0,5,5,5,3,2,1
4,0.02735562310030395,2,1,1,3,328.0,1,4,3,3,4,0
2,0.0594059405940594,2,1,1,3,201.0,3,3,5,3,2,0
4,0.08322147651006712,3,1,1,2,744.0,2,3,4,2,4,0
4,0.03383458646616541,2,2,0,2,1728.0,3,2,2,1,5,0
4,0.014105419450631032,4,0,0,3,2693.0,4,3,3,5,4,1
3,0.07678244972577697,1,0,0,3,546.0,3,4,3,3,1,1
5,0.01688732774925696,3,0,0,4,3700.0,4,4,4,4,3,1
5,0.0,5,1,0,5,109.0,5,4,4,5,5,1
4,0.0968421052631579,4,1,0,5,474.0,5,4,3,5,4,1
1,0.0,1,1,1,4,645.0,4,1,1,4,1,0
5,0.0,3,1,1,4,639.0,5,3,4,3,3,0
4,0.0,2,0,0,4,3196.0,4,4,4,4,5,1
0,0.0,0,1,0,2,114.0,2,2,1,2,0,1
3,0.0,3,2,1,2,508.0,2,3,4,2,3,0
3,0.0,3,1,1,1,179.0,1,5,3,1,3,0
4,0.0,3,0,0,3,1600.0,4,3,3,4,2,0
3,0.0,2,1,1,3,853.0,3,2,3,3,2,0
5,0.0,5,2,0,5,489.0,5,5,4,5,2,1
5,0.0,5,0,0,5,2432.0,4,5,5,4,5,1
5,0.028169014084507043,3,0,0,5,354.0,5,5,5,4,3,1
5,0.39556962025316456,5,1,0,5,157.0,5,4,5,5,2,1
2,0.11006289308176101,2,0,0,4,317.0,4,5,4,4,2,0
3,0.030797101449275364,3,0,0,3,551.0,4,3,4,3,3,0
4,0.02834008097165992,4,1,1,4,246.0,4,5,2,4,4,0
2,0.003374578177727784,2,0,0,2,888.0,2,1,2,2,3,0
4,0.0,1,0,0,1,3525.0,3,1,1,4,1,0
2,0.0,2,1,1,1,808.0,1,2,1,1,2,0
3,0.015918958031837915,4,1,1,4,690.0,3,2,2,4,3,0
2,0.015827338129496403,2,1,1,4,694.0,4,3,4,4,2,0
4,0.041666666666666664,4,2,0,4,407.0,4,5,2,4,2,0
3,0.6263736263736264,3,1,1,1,90.0,1,4,3,1,3,0
2,0.01098901098901099,3,1,1,4,1182.0,4,5,5,4,2,0
4,0.0511727078891258,4,1,0,2,468.0,2,5,4,2,4,0
3,0.0,3,0,0,2,937.0,2,5,5,2,3,0
4,0.0,4,0,0,2,1386.0,2,2,3,2,4,1
4,0.014827018121911038,3,1,1,5,606.0,4,3,5,2,3,0
3,0.005733005733005733,3,1,0,5,1220.0,3,2,2,5,3,0
5,0.0,4,0,0,4,3612.0,4,3,5,4,4,1
5,0.0,5,1,1,3,1262.0,3,5,4,3,5,1
3,0.025222551928783383,3,1,1,4,2358.0,3,4,5,3,3,0
5,0.0006600660066006601,5,0,0,4,1514.0,4,5,4,3,5,1
4,0.011461318051575931,3,1,1,3,697.0,3,2,1,3,4,0
2,0.009776536312849162,3,2,0,3,715.0,3,1,1,3,2,0
5,0.0,2,0,0,5,387.0,5,4,4,5,2,1
5,0.01119664100769769,4,0,0,4,1428.0,4,4,4,2,4,1
4,0.009926224010731052,3,0,0,4,3726.5,4,4,4,4,3,1
3,0.0896700143472023,3,2,1,3,696.0,3,2,3,3,3,0
3,0.0,3,1,0,5,110.0,5,5,3,5,3,0
3,0.0893371757925072,2,1,0,2,346.0,4,2,2,4,1,0
4,0.0,2,1,0,2,337.0,3,2,2,2,4,0
0,0.05286343612334802,3,1,1,3,226.0,3,3,5,3,0,0
4,0.02086230876216968,1,1,1,2,718.0,4,1,2,3,1,0
2,0.12755102040816327,2,1,1,5,489.0,5,3,5,5,2,0
3,0.0,2,0,1,1,1183.0,5,2,1,4,2,0
1,0.11483253588516747,1,2,1,5,417.0,5,4,4,5,1,0
4,0.0,4,0,0,4,733.0,4,4,4,3,4,1
2,0.0,2,1,1,3,534.0,3,4,4,3,2,0
3,0.038834951456310676,3,1,0,4,102.0,2,2,4,4,3,0
4,0.11200716845878136,4,0,0,3,557.0,3,1,4,3,4,0
5,0.0,0,0,0,2,2228.0,4,2,2,5,0,1
4,0.008411214953271028,2,0,0,4,1069.0,4,3,5,4,2,1
3,0.0519053876478318,3,1,1,5,760.0,5,3,1,5,3,0
3,0.0,3,1,1,4,748.0,4,3,4,4,3,0
3,0.14497041420118342,1,0,0,1,337.0,3,1,1,4,4,0
4,0.0,2,0,0,2,975.0,3,2,2,3,2,1
5,0.010243277848911651,3,0,0,4,2342.0,5,5,4,5,3,1
2,0.0,2,1,1,5,84.0,5,2,4,5,2,0
3,0.0,3,0,0,3,3270.0,3,4,1,3,4,0
4,0.0025252525252525255,4,1,0,4,395.0,4,4,1,4,2,1
5,0.0,3,0,0,5,2266.0,5,5,5,3,3,1
3,0.05172413793103448,3,0,0,3,173.0,3,2,3,2,2,0
3,0.0,3,1,1,1,300.0,4,2,4,1,3,0
4,0.0,1,0,0,5,2465.0,3,0,5,4,0,0
5,0.02329481923220276,2,0,0,3,2682.0,5,4,2,5,2,1
4,0.0,3,0,0,4,3222.0,4,4,4,4,3,1
0,0.03179650238473768,0,1,1,1,628.0,1,4,3,1,0,1
1,0.0,1,1,1,5,369.0,5,4,4,5,1,0
1,0.038556446637877856,1,0,0,2,1620.0,2,4,3,2,1,0
3,0.0783289817232376,1,1,1,2,382.0,2,5,5,2,3,0
4,0.0,0,0,0,1,3726.5,5,1,1,4,0,1
4,0.0,1,0,0,4,1576.0,4,4,4,3,1,1
5,0.0013732491073880802,5,0,0,5,3640.0,5,5,5,5,5,1
3,0.0,4,0,0,4,3584.0,3,4,4,2,1,0
4,0.0,5,0,0,4,1611.0,5,4,4,4,3,1
4,0.002421307506053269,1,0,0,1,825.0,4,1,1,2,5,0
3,0.0,4,2,1,1,569.0,1,2,5,1,3,1
4,0.0,4,0,0,4,2404.0,4,3,4,4,4,1
3,0.0,3,1,0,3,337.0,2,3,1,3,3,0
5,0.0003013863773357444,1,0,0,4,3317.0,5,4,4,5,1,1
2,0.0,2,2,1,3,280.0,4,2,3,3,2,0
3,0.0,3,1,1,1,476.0,1,3,4,1,3,0
3,0.1691449814126394,3,1,1,2,268.0,4,3,2,3,3,0
2,0.06613756613756613,2,0,0,2,944.0,2,3,4,2,5,0
1,0.0,1,1,1,4,581.0,4,2,4,4,1,0
4,0.0,4,2,0,4,463.0,4,4,3,4,2,1
4,0.02406417112299465,1,0,0,4,373.0,4,4,4,5,1,1
5,0.03810330228619814,5,1,0,5,1180.0,5,3,3,5,1,1
2,0.02030456852791878,2,1,0,4,196.0,3,4,1,4,2,0
4,0.11405109489051095,4,1,1,4,547.0,4,5,5,4,4,0
1,0.04538087520259319,1,0,0,1,616.0,1,1,3,1,5,0
4,0.0,4,0,0,4,1904.0,4,5,3,4,4,1
3,0.0,2,2,0,2,1205.0,4,2,2,4,4,0
4,0.07936507936507936,4,1,0,4,251.0,4,2,3,4,4,0
1,0.10330578512396695,1,1,1,1,604.0,1,5,3,1,1,0
5,0.0,2,0,0,5,3221.0,5,5,5,3,2,1
3,0.04381161007667032,3,1,1,2,912.0,2,3,3,2,3,0
5,0.01731301939058172,4,0,0,3,3609.0,5,2,1,5,4,1
1,0.03409090909090909,1,1,0,4,1671.0,4,1,1,4,1,0
3,0.07278481012658228,3,1,1,1,631.0,1,1,1,1,3,0
2,0.2717391304347826,2,1,0,4,229.0,4,5,2,4,2,0
4,0.0,4,1,0,4,262.0,4,2,1,4,3,1
3,0.07200460829493087,3,1,1,4,867.0,4,1,5,4,3,0
1,0.0,1,1,0,2,417.0,2,3,1,2,1,0
4,0.014940931202223767,5,0,0,4,2877.0,5,4,4,3,5,1
4,0.0,4,2,0,4,821.0,4,5,4,4,5,0
3,0.0,3,1,0,3,1448.0,3,2,3,3,3,0
4,0.0,1,0,0,5,285.0,5,5,5,3,1,1
3,0.001806140878988561,3,1,1,4,1660.0,4,3,3,4,3,0
2,0.0,1,0,0,1,3726.5,3,1,1,1,3,0
4,0.0,2,0,0,5,1192.0,5,5,5,3,2,1
2,0.022249690976514216,2,1,1,3,808.0,3,1,4,3,2,0
1,0.0,1,2,1,2,1452.0,2,2,1,2,1,0
4,0.0,5,1,0,1,416.0,1,2,1,1,4,1
2,0.0,3,0,0,4,515.0,5,4,4,1,3,1
3,0.0,2,1,0,3,628.0,3,1,4,3,3,0
5,0.0002966478789676654,5,0,0,4,3370.0,4,4,5,4,5,1
2,0.0,2,1,1,3,287.0,3,4,3,3,2,0
2,0.0,2,1,0,2,429.0,2,4,2,2,4,0
4,0.0,3,0,0,5,1721.0,5,5,5,4,3,1
4,0.06609808102345416,3,1,1,2,937.0,4,3,2,1,3,0
3,0.0,1,0,0,3,1011.0,3,2,4,3,5,1
2,0.15547263681592038,2,1,0,1,401.0,2,3,2,2,5,0
2,0.05055292259083728,2,1,0,2,632.0,2,5,2,2,3,0
4,0.0,4,1,0,4,679.0,4,1,1,4,5,1
1,0.09355509355509356,1,0,0,1,480.0,4,5,3,1,1,0
1,0.0,1,1,0,1,1751.0,1,3,2,1,2,0
2,0.0,2,0,0,2,1773.0,3,2,2,3,2,0
4,0.0,4,0,0,4,2711.0,5,4,4,4,4,1
3,0.22482014388489208,3,0,0,5,277.0,5,3,3,5,3,0
2,0.005305039787798408,2,0,0,2,3392.0,2,2,2,1,4,0
5,0.0,2,0,0,4,986.0,5,4,4,4,2,1
2,0.0029510395707578805,4,0,0,3,3726.5,4,1,1,3,2,0
4,0.0,1,0,0,4,3726.5,4,5,4,4,2,1
5,0.0,2,1,1,3,101.0,3,2,3,2,2,0
5,0.0,4,0,0,4,2252.0,4,4,4,3,4,1
3,0.007125890736342043,3,1,0,5,420.0,5,3,3,5,3,0
3,0.017991004497751123,3,1,1,5,666.0,3,3,5,4,3,0
2,0.0,2,1,1,2,502.0,3,3,1,2,2,0
2,0.07766990291262135,2,1,0,4,102.0,1,2,4,4,2,0
1,0.020080321285140562,1,1,1,3,746.0,1,3,1,3,1,0
1,0.03355704697986577,3,1,0,3,744.0,4,3,3,4,1,1
4,0.03333333333333333,1,1,1,1,1874.0,4,4,1,4,2,0
4,0.0,2,0,0,5,3726.5,4,5,5,5,2,1
4,0.006607929515418502,2,1,1,2,453.0,4,2,2,4,2,0
0,0.0,0,1,0,3,347.0,3,5,2,3,0,1
3,0.0,3,1,1,1,1609.0,1,3,5,1,3,0
1,0.0,1,1,0,5,414.0,5,3,4,5,1,0
5,0.001195219123505976,4,0,0,5,2509.0,4,5,5,4,4,1
3,0.0,3,1,0,5,250.0,5,4,3,5,3,0
5,0.005097250167672703,4,0,0,5,3726.5,5,5,5,5,4,1
1,0.0,1,1,1,1,257.0,1,3,2,1,1,0
5,0.02122641509433962,2,0,0,5,423.0,5,5,5,4,2,1
2,0.03225806451612903,3,1,0,3,991.0,2,3,3,4,4,1
4,0.0,2,0,0,2,2475.0,3,2,2,3,3,0
3,0.036303630363036306,1,1,0,1,302.0,4,1,1,2,5,0
4,0.0,4,0,0,2,2449.0,4,2,2,5,4,1
5,0.0,2,0,0,4,1883.0,4,4,4,3,2,1
5,0.0,3,1,1,2,534.0,4,3,2,5,3,0
5,0.006097560975609756,2,1,1,3,163.0,4,2,3,3,2,0
2,0.08680555555555555,2,1,1,1,719.0,1,5,5,1,2,0
3,0.0067943174799258805,3,0,0,3,3237.0,3,3,3,2,4,0
3,0.01141352063213345,3,0,0,5,2277.0,4,5,5,5,3,1
4,0.1242544731610338,3,0,0,3,502.0,4,3,3,1,3,0
5,0.029677113010446343,2,0,0,5,2105.0,5,5,2,5,2,1
1,0.014970059880239521,2,1,1,1,667.0,1,4,3,1,1,0
3,0.022245037645448322,2,1,1,2,1460.0,2,2,2,1,2,0
3,0.0,3,1,1,4,1222.0,4,2,5,4,3,0
4,0.0013698630136986301,3,0,0,3,3649.0,4,3,3,4,2,0
4,0.01688732774925696,1,0,0,1,3700.0,3,1,1,4,4,0
2,0.0,2,1,1,4,438.0,2,4,5,4,2,0
5,0.006472491909385114,2,0,0,5,1235.0,5,5,5,5,2,1
4,0.0,3,0,0,3,2374.0,4,4,3,5,3,1
4,0.4222972972972973,4,1,0,4,147.0,4,1,3,4,4,1
5,0.0,5,1,0,5,813.0,5,4,2,5,4,1
1,0.0,1,0,0,1,2039.0,1,1,4,1,4,0
1,0.0,1,1,1,4,405.0,4,4,1,4,1,0
4,0.03088803088803089,4,1,0,4,258.0,4,3,1,4,1,0
3,0.03680981595092025,1,1,1,1,651.0,4,1,1,3,1,0
4,0.020895522388059702,4,0,0,5,334.0,5,5,5,5,4,1
1,0.056818181818181816,1,1,1,4,175.0,4,5,5,4,1,0
4,0.007352941176470588,3,0,0,5,2039.0,5,5,5,3,5,1
0,0.0,4,1,1,2,134.0,2,2,3,2,0,0
4,0.0,4,1,1,5,931.0,5,5,4,5,4,1
2,0.21043771043771045,1,1,1,3,296.0,2,4,5,2,1,0
2,0.0,2,1,1,2,214.0,2,1,3,2,2,0
4,0.0,1,0,0,4,563.0,4,3,1,4,1,1
4,0.001948368241597662,1,0,0,5,2052.0,5,5,5,5,1,1
5,0.0005868544600938967,5,0,0,5,3407.0,4,5,5,4,5,1
4,0.002064409578860446,3,0,0,5,2421.0,4,5,5,5,3,1
3,0.0,3,1,1,4,163.0,2,5,3,4,3,0
4,0.0,4,1,1,3,895.0,3,3,3,3,4,0
3,0.08168642951251646,2,2,1,4,758.0,4,2,5,4,3,0
4,0.010676156583629894,4,1,0,4,842.0,4,4,3,4,1,1
2,0.05580357142857143,2,1,1,4,1119.0,4,5,1,4,2,0
4,0.0,4,1,0,4,190.0,3,1,2,4,4,0
5,0.0,5,0,0,5,1524.0,5,2,3,5,5,1
2,0.0,1,2,0,2,3302.0,2,4,5,2,1,0
3,0.0,3,1,0,1,588.0,1,5,2,1,3,0
1,0.0,1,2,1,2,2762.0,2,5,2,2,1,0
4,0.002146210596914822,2,0,0,4,3726.5,4,4,4,3,2,1
4,0.0,4,1,1,4,236.0,4,2,3,4,4,0
2,0.0028735632183908046,2,1,0,5,1043.0,5,1,3,5,2,0
4,0.0,4,0,0,4,2640.0,4,3,1,4,5,0
1,0.06294058408862034,1,0,0,3,992.0,3,3,4,3,1,0
1,0.0,1,1,1,4,333.0,4,4,3,4,1,0
2,0.016333938294010888,2,1,1,4,550.0,4,2,3,4,2,0
2,0.0017692852087756545,2,0,0,5,2825.0,5,5,5,4,2,1
3,0.0035885167464114833,4,1,1,2,1671.0,2,3,1,2,3,0
4,0.0,3,0,1,1,395.0,3,3,1,3,3,0
4,0.0,4,0,0,5,2380.0,4,5,5,5,4,1
5,0.0,5,1,0,5,483.0,5,3,3,5,1,1
2,0.031125498007968128,2,1,1,3,2007.0,2,4,4,2,2,0
3,0.0,3,1,1,2,2447.0,2,5,3,2,3,0
3,0.02201524132091448,3,1,1,3,1180.0,3,4,3,3,3,0
4,0.0749400479616307,4,1,1,2,833.0,2,3,5,2,4,0
3,0.0,3,1,1,3,1235.0,4,3,3,5,3,0
3,0.0,3,1,0,2,584.0,2,1,2,2,3,0
2,0.0,5,0,0,2,1438.0,2,3,3,2,5,1
2,0.0,2,1,0,5,1389.0,5,5,3,5,2,0
5,0.04241071428571429,2,0,0,4,895.0,5,4,4,3,2,1
1,0.0,1,1,1,2,86.0,2,5,4,2,1,0
4,0.012605042016806723,5,0,0,5,237.0,4,5,5,5,3,1
4,0.0,3,0,0,2,3577.0,4,2,2,3,1,1
4,0.0,3,1,1,4,759.0,4,3,4,4,3,0
2,0.0,2,1,0,2,712.0,2,5,3,2,2,0
1,0.038461538461538464,1,1,1,2,259.0,2,5,1,2,1,0
3,0.0,2,1,0,2,1943.0,3,2,2,2,2,0
3,0.08457374830852503,3,1,1,5,738.0,2,5,5,5,3,0
4,0.0,4,0,0,5,717.0,5,3,5,5,4,0
5,0.052083333333333336,1,0,0,5,575.0,3,5,5,4,1,1
1,0.026497695852534562,2,0,0,3,867.0,3,2,3,3,1,0
1,0.0,1,1,1,3,413.0,3,3,4,3,1,0
5,0.0,5,0,0,2,331.0,2,4,5,2,0,1
2,0.004651162790697674,1,0,0,1,859.0,1,3,3,1,2,0
4,0.0,0,0,0,4,158.0,4,4,4,3,0,1
1,0.013368983957219251,2,1,1,4,1121.0,4,2,4,4,1,0
1,0.0,1,1,1,3,1362.0,3,5,4,3,1,0
5,0.002232142857142857,1,0,0,5,895.0,5,4,5,5,1,1
1,0.03963221306277743,4,1,0,1,1576.0,4,2,4,4,3,0
2,0.010474090407938258,1,0,0,1,1813.0,3,1,1,3,5,0
5,0.0,5,0,0,4,468.0,4,2,3,4,5,1
2,0.0,2,1,1,1,190.0,1,3,3,1,2,0
5,0.005847953216374269,0,0,0,5,341.0,5,5,5,4,0,1
3,0.11752577319587629,4,2,0,4,484.0,4,2,3,4,1,0
3,0.0,3,1,0,3,489.0,3,4,2,3,4,0
4,0.026694045174537988,5,0,0,4,486.0,5,4,4,5,5,1
5,0.0,5,1,0,2,944.0,2,3,4,2,5,1
4,0.0,4,1,1,2,1124.0,2,3,1,2,4,1
4,0.0106951871657754,1,0,0,4,373.0,4,5,4,4,2,1
5,0.0425531914893617,0,0,0,3,187.0,4,3,3,3,0,1
4,0.0,4,0,0,4,1416.0,4,4,4,3,4,1
5,0.0034662045060658577,3,0,0,4,1730.0,2,4,4,5,4,1
3,0.03731343283582089,3,0,0,3,937.0,3,5,2,3,1,0
1,0.030360531309297913,1,0,0,5,526.0,5,5,4,5,1,0
5,0.015023474178403756,2,0,0,5,3726.5,5,5,5,4,1,1
4,0.0012594458438287153,2,0,0,3,1587.0,4,3,3,3,2,1
5,0.059637404580152674,3,1,0,4,1047.0,5,3,5,5,3,0
2,0.0,2,2,0,2,1020.0,2,3,4,2,5,0
4,0.0096579476861167,5,0,0,5,3726.5,5,1,2,5,3,0
1,0.011041009463722398,1,1,1,1,633.0,1,4,4,1,1,0
4,0.10964912280701754,4,1,0,3,569.0,5,2,4,3,4,1
4,0.001314060446780552,1,0,0,4,1521.0,4,2,3,4,1,1
5,0.006052141527001862,4,0,0,5,2147.0,5,4,4,5,4,1
5,0.0,3,0,0,2,2433.0,5,2,2,5,4,1
3,0.00881057268722467,3,1,1,2,907.0,2,4,1,2,3,0
0,0.006369426751592357,0,2,0,4,156.0,4,4,5,4,0,1
5,0.0,5,0,0,5,731.0,4,5,5,5,4,1
4,0.03488372093023256,4,1,1,3,515.0,3,4,5,3,4,0
3,0.0,3,1,0,4,391.0,4,3,3,4,1,1
4,0.0,5,0,0,4,547.0,5,4,4,4,5,1
5,0.01676727028839705,3,0,0,5,3726.5,5,5,5,5,3,1
2,0.0,2,1,0,2,1416.0,5,2,1,2,2,0
2,0.0,4,0,0,3,381.0,1,3,3,5,4,1
2,0.16161616161616163,2,1,1,2,296.0,2,2,4,2,2,0
2,0.0,2,0,1,5,1259.0,5,5,4,5,2,0
5,0.011225444340505144,5,1,0,5,1068.0,5,3,2,5,3,1
3,0.0,3,0,1,2,984.0,5,1,5,2,3,0
2,0.010731707317073172,2,1,0,2,1024.0,2,3,1,2,2,0
2,0.0,2,1,1,5,972.0,5,4,4,5,2,0
5,0.0,2,0,0,4,1802.0,5,5,5,5,2,1
4,0.0,4,1,1,2,1258.0,2,5,3,2,4,0
2,0.0966183574879227,2,1,1,1,620.0,1,5,4,1,2,0
2,0.0,2,1,1,5,1379.0,5,4,2,5,2,0
4,0.0,4,2,1,2,2172.0,2,3,3,2,4,0
5,0.0,5,0,0,4,3666.0,4,4,4,4,5,1
3,0.23694779116465864,3,0,0,1,248.0,1,4,5,1,3,0
1,0.0744920993227991,2,1,0,2,442.0,2,3,3,2,1,0
3,0.015828303152246814,3,0,0,3,3726.5,3,3,3,3,2,0
4,0.0,1,0,0,4,141.0,4,1,4,4,4,1
4,0.0,2,2,0,2,1028.0,3,2,2,3,1,0
4,0.0,5,0,0,4,3726.5,4,5,4,4,5,1
5,0.004258943781942078,2,0,0,4,3521.0,4,4,4,5,2,1
4,0.007215007215007215,4,1,0,4,692.0,4,3,3,4,1,1
4,0.05238095238095238,1,1,0,1,209.0,3,1,1,4,2,0
2,0.0029985007496251873,1,0,0,2,666.0,2,2,2,2,1,1
1,0.0,1,1,1,1,1726.0,1,5,4,1,1,0
4,0.007449856733524355,4,1,1,1,1744.0,1,2,1,1,4,0
5,0.00676818950930626,4,1,1,4,590.0,4,5,1,4,5,0
3,0.0,3,2,1,2,689.0,2,3,4,2,3,0
4,0.0,5,0,0,5,3360.0,5,5,5,5,5,1
5,0.0,4,1,0,4,416.0,3,4,4,3,5,1
5,0.0,1,2,1,4,1214.0,4,1,4,3,1,0
2,0.0,3,1,0,4,690.0,4,3,1,4,2,0
5,0.0,5,1,0,5,164.0,5,3,3,5,4,1
2,0.0030911901081916537,2,1,0,3,646.0,3,2,4,3,2,0
5,0.0,3,0,0,5,3201.0,2,5,5,5,3,1
1,0.01642710472279261,1,1,1,2,486.0,2,4,4,2,1,0
3,0.052823315118397086,3,1,0,5,548.0,3,3,2,5,3,0
2,0.15789473684210525,2,1,1,4,341.0,3,5,3,4,2,0
4,0.03007518796992481,2,0,0,5,265.0,1,5,5,3,2,1
3,0.003789929615592853,3,0,0,3,1846.0,3,2,1,3,2,0
